customer_id,transaction_id,amount,city,transaction_date,approval_status,expense_type,card_type,merchant_category,merchant,payment_mode,gender
C75346,w100041,11783.09,Kolkata,2026-01-11,Declined,Dining,MasterCard,Utilities,IRCTC,UPI,Male
C83652,w100042,11846.83,Hyderabad,2026-01-31,Declined,Shopping,RuPay,Fuel,Reliance,Credit,Male
C52095,w100043,4306.15,Vizag,2026-04-17,Approved,Shopping,Visa,Utilities,HPCL,UPI,Female
C98580,w100044,18928.41,Kolkata,2026-02-02,Approved,Groceries,RuPay,Fuel,Zomato,Credit,Female
C87244,w100045,6278.8,Vizag,2026-05-01,Declined,Dining,RuPay,Retail,DMart,Credit,Female
C64775,w100046,5802.06,Pune,2026-04-06,Approved,Groceries,Visa,Food,HPCL,UPI,Male
C90316,w100047,23688.25,Delhi,2026-06-30,Declined,Dining,RuPay,Utilities,Zomato,NetBanking,Female
C19201,w100048,20054.94,Chennai,2026-05-16,Approved,Fuel,Visa,E-commerce,Swiggy,Credit,Female
C90277,w100049,6472.65,Mumbai,2026-06-11,Declined,Shopping,Amex,E-commerce,Amazon,NetBanking,Female
C71456,w100050,14529.87,Pune,2026-05-13,Declined,Fuel,Visa,E-commerce,Reliance,UPI,Male
C17970,w100051,16409.99,Chennai,2026-04-11,Approved,Travel,MasterCard,Retail,IOCL,UPI,Female
C86238,w100052,21305.59,Pune,2026-05-19,Declined,Dining,MasterCard,Travel,Zomato,NetBanking,Male
C49295,w100053,8815.2,Delhi,2026-01-27,Declined,Shopping,MasterCard,Travel,Zomato,Credit,Female
C20852,w100054,3108.59,Kolkata,2026-06-16,Approved,Dining,MasterCard,Food,Amazon,NetBanking,Male
C64163,w100055,3713.11,Delhi,2026-01-09,Approved,Travel,Visa,Utilities,Zomato,UPI,Female
C70265,w100056,23583.31,Vizag,2026-05-14,Approved,Groceries,Amex,Travel,IOCL,UPI,Female
C55932,w100057,2361.67,Pune,2026-04-30,Declined,Dining,Visa,Retail,Zomato,UPI,Female
C74957,w100058,457.23,Chennai,2026-05-20,Approved,Utilities,RuPay,Utilities,Zomato,NetBanking,Female
C16015,w100059,10430.7,Pune,2026-02-17,Approved,Dining,MasterCard,E-commerce,DMart,UPI,Female
C84145,w100060,1217.37,Chennai,2026-01-15,Declined,Groceries,Amex,Retail,HPCL,NetBanking,Female
C97524,w100061,4782.86,Vizag,2026-03-21,Declined,Fuel,Visa,E-commerce,Reliance,UPI,Female
C89516,w100062,1416.54,Pune,2026-02-16,Approved,Shopping,RuPay,Utilities,DMart,Credit,Female
C18495,w100063,11692.24,Mumbai,2026-01-25,Declined,Travel,MasterCard,Food,IRCTC,NetBanking,Male
C84255,w100064,3855.92,Vizag,2026-06-14,Approved,Utilities,Amex,Utilities,Reliance,Credit,Female
C22401,w100065,15164.2,Vizag,2026-06-07,Approved,Fuel,RuPay,Utilities,IRCTC,NetBanking,Male
C92066,w100066,7623.61,Pune,2026-04-07,Approved,Groceries,Amex,Utilities,DMart,UPI,Female
C60045,w100067,3168.09,Kolkata,2026-01-08,Approved,Travel,RuPay,Fuel,Zomato,UPI,Male
C26060,w100068,19152.63,Hyderabad,2026-03-14,Approved,Travel,MasterCard,E-commerce,IOCL,NetBanking,Male
C90751,w100069,6784.07,Chennai,2026-01-30,Declined,Shopping,Visa,Fuel,IRCTC,UPI,Male
C57266,w100070,7801.26,Bengaluru,2026-04-12,Declined,Utilities,RuPay,Fuel,Reliance,Credit,Female
C11614,w100071,18325.35,Mumbai,2026-04-20,Declined,Shopping,Visa,Food,HPCL,Credit,Female
C83821,w100072,7162.55,Chennai,2026-01-10,Approved,Groceries,MasterCard,Utilities,Swiggy,UPI,Female
C13381,w100073,21289.68,Vizag,2026-04-24,Declined,Shopping,MasterCard,Travel,Amazon,NetBanking,Male
C92671,w100074,14773.65,Kolkata,2026-06-04,Declined,Fuel,Visa,Food,IRCTC,NetBanking,Male
C30409,w100075,2080.72,Vizag,2026-02-05,Declined,Utilities,Visa,Travel,IOCL,Credit,Male
C91940,w100076,21852.3,Chennai,2026-03-11,Approved,Travel,RuPay,Food,IRCTC,UPI,Female
C98462,w100077,14451.97,Bengaluru,2026-06-22,Approved,Shopping,MasterCard,Retail,DMart,Credit,Female
C21088,w100078,8637.95,Hyderabad,2026-03-30,Declined,Groceries,Amex,Utilities,Reliance,Credit,Female
C74876,w100079,17574.8,Mumbai,2026-06-11,Declined,Travel,Amex,Fuel,DMart,NetBanking,Male
C59681,w100080,1201.17,Kolkata,2026-05-25,Approved,Utilities,RuPay,E-commerce,IRCTC,Credit,Male
C86467,w100081,8301.62,Hyderabad,2026-05-26,Approved,Fuel,RuPay,Retail,IOCL,NetBanking,Male
C29006,w100082,12439.08,Bengaluru,2026-02-03,Approved,Shopping,MasterCard,Food,Zomato,NetBanking,Male
C38924,w100083,5859.22,Pune,2026-02-20,Approved,Dining,Visa,Food,Zomato,NetBanking,Male
C47996,w100084,4570.97,Kolkata,2026-01-21,Approved,Fuel,RuPay,Retail,Zomato,NetBanking,Female
C11848,w100085,22773.86,Kolkata,2026-05-20,Approved,Travel,MasterCard,Food,HPCL,UPI,Male
C11994,w100086,17828.92,Kolkata,2026-03-06,Approved,Fuel,MasterCard,Food,Swiggy,NetBanking,Male
C73796,w100087,1364.95,Mumbai,2026-04-30,Approved,Travel,Amex,E-commerce,IRCTC,UPI,Male
C44493,w100088,19173.6,Pune,2026-01-06,Declined,Dining,Visa,Fuel,DMart,UPI,Female
C88350,w100089,8288.29,Pune,2026-06-22,Approved,Travel,RuPay,Food,HPCL,NetBanking,Female
C25300,w100090,2396.06,Hyderabad,2026-03-25,Approved,Groceries,Amex,E-commerce,IRCTC,UPI,Female
C79286,w100091,23685.5,Mumbai,2026-04-18,Approved,Shopping,MasterCard,Fuel,Swiggy,Credit,Female
C53626,w100092,21460.32,Vizag,2026-05-28,Declined,Dining,MasterCard,Retail,IOCL,Credit,Male
C50514,w100093,24398.85,Hyderabad,2026-05-08,Approved,Fuel,Amex,Travel,Zomato,UPI,Male
C92198,w100094,13101.72,Vizag,2026-04-23,Approved,Fuel,Amex,Retail,HPCL,Credit,Male
C49981,w100095,13912.64,Delhi,2026-06-01,Approved,Utilities,RuPay,Retail,HPCL,NetBanking,Male
C80102,w100096,20527.02,Pune,2026-03-29,Declined,Utilities,MasterCard,Utilities,IOCL,NetBanking,Male
C53143,w100097,22521.37,Delhi,2026-05-26,Approved,Utilities,Amex,E-commerce,HPCL,Credit,Female
C31534,w100098,7143.21,Bengaluru,2026-04-09,Approved,Groceries,Visa,Utilities,IOCL,UPI,Female
C73485,w100099,1137.54,Vizag,2026-03-18,Approved,Groceries,Amex,Fuel,Zomato,NetBanking,Female
C49497,w100100,8569.34,Mumbai,2026-04-11,Declined,Utilities,MasterCard,Travel,Zomato,UPI,Male
C17228,w100101,12222.3,Kolkata,2026-02-16,Approved,Fuel,MasterCard,Retail,Reliance,Credit,Male
C52123,w100102,11985.68,Delhi,2026-01-19,Approved,Fuel,RuPay,Utilities,Zomato,UPI,Female
C60467,w100103,11084.35,Hyderabad,2026-04-23,Declined,Utilities,Visa,Utilities,Reliance,Credit,Female
C21747,w100104,10499.42,Delhi,2026-03-21,Declined,Fuel,Amex,Food,IRCTC,UPI,Female
C17895,w100105,22301.02,Pune,2026-04-03,Approved,Groceries,RuPay,E-commerce,Reliance,Credit,Female
C82251,w100106,5833.52,Bengaluru,2026-01-01,Approved,Utilities,Amex,Retail,DMart,Credit,Female
C12058,w100107,15317.28,Pune,2026-06-12,Declined,Shopping,Visa,Fuel,Zomato,Credit,Female
C69802,w100108,2414.83,Hyderabad,2026-02-12,Declined,Utilities,RuPay,Utilities,Reliance,NetBanking,Male
C73342,w100109,16639.14,Hyderabad,2026-02-09,Approved,Travel,Amex,Retail,Reliance,NetBanking,Male
C84418,w100110,5240.1,Delhi,2026-06-03,Approved,Travel,Amex,Travel,HPCL,Credit,Male
C96209,w100111,18585.14,Kolkata,2026-04-02,Approved,Dining,RuPay,Food,IRCTC,UPI,Female
C24043,w100112,5095.46,Bengaluru,2026-04-11,Declined,Dining,RuPay,Food,DMart,Credit,Male
C22093,w100113,13322.61,Mumbai,2026-05-11,Declined,Shopping,MasterCard,Travel,DMart,UPI,Female
C69325,w100114,11998.47,Pune,2026-06-07,Approved,Travel,MasterCard,Fuel,Zomato,Credit,Female
C35853,w100115,22101.85,Mumbai,2026-01-03,Approved,Groceries,MasterCard,Utilities,IOCL,Credit,Female
C74750,w100116,198.56,Mumbai,2026-01-28,Approved,Groceries,Amex,Travel,IRCTC,Credit,Male
C37127,w100117,8963.49,Bengaluru,2026-04-25,Approved,Shopping,Amex,Retail,IOCL,Credit,Male
C73714,w100118,3839.59,Mumbai,2026-06-24,Declined,Fuel,Amex,Fuel,Swiggy,UPI,Female
C87025,w100119,11450.44,Mumbai,2026-05-18,Declined,Utilities,Amex,Utilities,Amazon,Credit,Male
C26114,w100120,10739.83,Pune,2026-01-05,Approved,Shopping,RuPay,Food,IOCL,NetBanking,Male
C73841,w100121,19892.46,Bengaluru,2026-01-07,Approved,Dining,Amex,Retail,DMart,NetBanking,Male
C58135,w100122,10392.61,Bengaluru,2026-03-10,Declined,Travel,Visa,Fuel,IRCTC,Credit,Male
C59244,w100123,20412.67,Bengaluru,2026-04-26,Approved,Fuel,MasterCard,E-commerce,Amazon,UPI,Male
C12669,w100124,12814.89,Chennai,2026-05-26,Declined,Utilities,RuPay,Retail,HPCL,UPI,Female
C41044,w100125,3422.63,Mumbai,2026-06-25,Approved,Groceries,Amex,E-commerce,DMart,NetBanking,Female
C19865,w100126,9620.2,Hyderabad,2026-06-17,Declined,Groceries,MasterCard,Food,HPCL,UPI,Female
C71664,w100127,21834.95,Pune,2026-06-27,Approved,Shopping,Amex,Travel,DMart,Credit,Female
C66154,w100128,22137.65,Mumbai,2026-02-12,Approved,Travel,RuPay,Utilities,Zomato,UPI,Female
C33901,w100129,1231.18,Kolkata,2026-04-07,Approved,Shopping,Visa,Utilities,Amazon,Credit,Male
C89498,w100130,20991.25,Mumbai,2026-04-18,Approved,Utilities,Visa,Food,Zomato,UPI,Male
C87385,w100131,12722.61,Bengaluru,2026-02-17,Approved,Travel,Visa,Retail,IRCTC,Credit,Male
C69273,w100132,18730.49,Pune,2026-02-15,Declined,Dining,Amex,Utilities,IRCTC,Credit,Female
C19901,w100133,8225.84,Vizag,2026-01-04,Approved,Dining,Visa,Fuel,Zomato,Credit,Male
C46723,w100134,4273.45,Mumbai,2026-03-08,Approved,Travel,Amex,Retail,DMart,Credit,Male
C97755,w100135,22342.78,Pune,2026-04-14,Declined,Shopping,Visa,Retail,DMart,UPI,Male
C24979,w100136,12203.14,Hyderabad,2026-04-30,Approved,Groceries,RuPay,Travel,Reliance,UPI,Male
C88909,w100137,12709.63,Vizag,2026-01-11,Approved,Travel,Visa,Utilities,Zomato,UPI,Male
C84427,w100138,15389.8,Hyderabad,2026-01-12,Approved,Utilities,RuPay,Travel,HPCL,NetBanking,Female
C78582,w100139,12856.61,Kolkata,2026-06-13,Declined,Groceries,RuPay,Food,IOCL,UPI,Female
C71026,w100140,8599.46,Kolkata,2026-04-18,Declined,Fuel,Amex,Utilities,Amazon,UPI,Male
C36599,w100141,12610.46,Pune,2026-06-28,Declined,Dining,Visa,Retail,Amazon,Credit,Male
C45685,w100142,19461.47,Pune,2026-03-24,Declined,Dining,Visa,Retail,Zomato,Credit,Female
C54989,w100143,21914.55,Mumbai,2026-02-17,Declined,Utilities,MasterCard,Fuel,DMart,Credit,Male
C24580,w100144,22721.93,Delhi,2026-02-28,Approved,Fuel,MasterCard,Utilities,IOCL,Credit,Male
C19264,w100145,14419.31,Delhi,2026-04-07,Approved,Shopping,MasterCard,Food,Amazon,Credit,Male
C98291,w100146,22217.39,Vizag,2026-03-23,Declined,Fuel,Amex,E-commerce,Zomato,UPI,Male
C55224,w100147,3507.82,Pune,2026-06-03,Approved,Dining,Visa,Fuel,Swiggy,NetBanking,Male
C17224,w100148,21910.23,Pune,2026-03-24,Approved,Travel,MasterCard,E-commerce,Zomato,NetBanking,Female
C83998,w100149,12781.65,Vizag,2026-02-05,Approved,Fuel,MasterCard,Fuel,HPCL,NetBanking,Male
C70943,w100150,9756.41,Vizag,2026-06-01,Declined,Shopping,RuPay,Travel,HPCL,NetBanking,Female
C19328,w100151,18892.6,Chennai,2026-05-16,Declined,Fuel,RuPay,Fuel,Swiggy,Credit,Male
C76546,w100152,18338.84,Mumbai,2026-05-02,Approved,Utilities,MasterCard,Food,IOCL,UPI,Female
C97171,w100153,23183.32,Vizag,2026-01-04,Declined,Dining,RuPay,E-commerce,Zomato,UPI,Female
C14408,w100154,21317.26,Bengaluru,2026-05-25,Approved,Travel,RuPay,Fuel,Zomato,Credit,Female
C57279,w100155,23232.73,Pune,2026-01-06,Approved,Utilities,Amex,Retail,DMart,NetBanking,Male
C70449,w100156,2756.74,Mumbai,2026-01-26,Approved,Dining,RuPay,Retail,HPCL,Credit,Female
C14021,w100157,3902.17,Pune,2026-03-09,Approved,Fuel,Visa,E-commerce,Reliance,NetBanking,Female
C94068,w100158,21081.4,Hyderabad,2026-04-07,Declined,Travel,Visa,Travel,Swiggy,Credit,Female
C25443,w100159,9171.49,Bengaluru,2026-06-22,Declined,Fuel,Amex,E-commerce,Swiggy,NetBanking,Female
C59913,w100160,5384.9,Vizag,2026-05-30,Declined,Utilities,Visa,Retail,IOCL,Credit,Female
C64979,w100161,12471.94,Bengaluru,2026-01-02,Declined,Dining,RuPay,Food,IRCTC,NetBanking,Female
C19615,w100162,1180.45,Chennai,2026-05-17,Approved,Utilities,Amex,Travel,Reliance,NetBanking,Male
C58542,w100163,11574.82,Pune,2026-01-17,Declined,Travel,RuPay,E-commerce,DMart,NetBanking,Female
C71801,w100164,3879.0,Chennai,2026-04-03,Approved,Travel,RuPay,Food,IRCTC,UPI,Male
C83064,w100165,3930.82,Chennai,2026-05-22,Approved,Fuel,Amex,Retail,Reliance,UPI,Male
C55960,w100166,18026.1,Bengaluru,2026-02-25,Approved,Fuel,MasterCard,Fuel,IOCL,Credit,Female
C40909,w100167,9147.12,Chennai,2026-01-28,Approved,Fuel,MasterCard,Retail,Swiggy,NetBanking,Male
C80933,w100168,4799.96,Mumbai,2026-04-13,Approved,Shopping,Visa,Retail,DMart,Credit,Male
C18049,w100169,21439.49,Mumbai,2026-02-09,Declined,Shopping,Visa,Fuel,IOCL,Credit,Male
C79291,w100170,9513.04,Bengaluru,2026-05-16,Declined,Travel,RuPay,Utilities,IOCL,Credit,Female
C10882,w100171,4462.37,Mumbai,2026-06-18,Declined,Dining,Amex,Food,Amazon,NetBanking,Male
C83322,w100172,19692.95,Chennai,2026-04-11,Approved,Utilities,Amex,Fuel,Reliance,Credit,Male
C64292,w100173,8726.96,Chennai,2026-01-28,Approved,Utilities,RuPay,Fuel,IOCL,UPI,Female
C71525,w100174,13334.3,Bengaluru,2026-01-08,Approved,Dining,RuPay,Utilities,IOCL,NetBanking,Female
C70688,w100175,17059.77,Pune,2026-04-25,Approved,Groceries,RuPay,Retail,IRCTC,Credit,Female
C66640,w100176,1799.76,Bengaluru,2026-06-14,Approved,Dining,Visa,Food,Zomato,NetBanking,Male
C81318,w100177,10268.18,Pune,2026-01-29,Declined,Shopping,Amex,Fuel,Amazon,Credit,Female
C30991,w100178,12207.19,Hyderabad,2026-05-25,Declined,Fuel,MasterCard,Food,DMart,NetBanking,Female
C46947,w100179,9063.92,Pune,2026-05-08,Declined,Utilities,MasterCard,E-commerce,HPCL,UPI,Male
C70317,w100180,13137.73,Delhi,2026-03-03,Declined,Fuel,RuPay,Fuel,Swiggy,Credit,Male
C23239,w100181,14356.31,Chennai,2026-03-11,Declined,Fuel,MasterCard,Fuel,DMart,Credit,Female
C70312,w100182,17121.41,Mumbai,2026-01-29,Approved,Shopping,RuPay,Food,HPCL,NetBanking,Female
C51492,w100183,19049.38,Kolkata,2026-03-23,Approved,Shopping,MasterCard,Food,Swiggy,UPI,Male
C85730,w100184,23683.38,Mumbai,2026-03-07,Declined,Shopping,Amex,Retail,Zomato,NetBanking,Male
C26850,w100185,5094.5,Mumbai,2026-06-06,Approved,Utilities,MasterCard,E-commerce,Zomato,Credit,Male
C58265,w100186,9188.89,Bengaluru,2026-02-22,Declined,Fuel,MasterCard,Food,DMart,UPI,Female
C19186,w100187,1627.49,Vizag,2026-03-13,Declined,Travel,Visa,E-commerce,IRCTC,NetBanking,Female
C45080,w100188,3752.67,Pune,2026-04-14,Declined,Dining,RuPay,Travel,Amazon,Credit,Female
C88123,w100189,17957.36,Chennai,2026-02-10,Approved,Dining,Visa,Fuel,Swiggy,UPI,Male
C83950,w100190,21357.09,Chennai,2026-05-19,Approved,Shopping,Amex,Food,HPCL,Credit,Male
C48693,w100191,2744.48,Hyderabad,2026-04-10,Approved,Dining,MasterCard,Utilities,Amazon,Credit,Male
C14384,w100192,947.63,Delhi,2026-04-21,Approved,Dining,Visa,E-commerce,Reliance,UPI,Male
C32792,w100193,2051.23,Chennai,2026-02-02,Declined,Fuel,Visa,Travel,Zomato,UPI,Female
C47678,w100194,24230.15,Mumbai,2026-02-11,Declined,Utilities,Visa,E-commerce,Zomato,NetBanking,Female
C66689,w100195,8092.86,Vizag,2026-02-02,Approved,Utilities,Amex,Travel,Swiggy,UPI,Male
C30052,w100196,20466.78,Vizag,2026-06-07,Approved,Travel,Visa,Food,IRCTC,UPI,Female
C15148,w100197,11390.28,Hyderabad,2026-06-13,Approved,Dining,Amex,Travel,IRCTC,NetBanking,Female
C67605,w100198,18674.14,Bengaluru,2026-04-05,Approved,Travel,RuPay,Fuel,DMart,UPI,Female
C61253,w100199,15515.55,Hyderabad,2026-03-18,Approved,Groceries,RuPay,E-commerce,Amazon,Credit,Male
C27794,w100200,9461.16,Chennai,2026-01-19,Declined,Utilities,RuPay,Retail,IRCTC,UPI,Female
C19706,w100201,13949.72,Mumbai,2026-01-30,Declined,Dining,Visa,Travel,Zomato,NetBanking,Male
C39778,w100202,10670.4,Bengaluru,2026-02-23,Approved,Shopping,Amex,Food,IRCTC,UPI,Female
C70537,w100203,20038.4,Delhi,2026-01-03,Approved,Travel,Visa,Utilities,Zomato,UPI,Male
C69119,w100204,15403.98,Hyderabad,2026-03-04,Approved,Dining,RuPay,Food,IRCTC,NetBanking,Male
C89756,w100205,10172.15,Chennai,2026-05-16,Declined,Travel,Visa,Fuel,HPCL,NetBanking,Female
C61114,w100206,7545.21,Chennai,2026-03-26,Approved,Travel,RuPay,Utilities,HPCL,Credit,Male
C56156,w100207,2653.09,Mumbai,2026-04-22,Approved,Travel,RuPay,Utilities,Zomato,NetBanking,Male
C77440,w100208,12353.9,Hyderabad,2026-05-27,Declined,Shopping,RuPay,Fuel,Zomato,Credit,Male
C56469,w100209,15100.2,Delhi,2026-06-02,Approved,Groceries,MasterCard,Fuel,Swiggy,Credit,Male
C20533,w100210,4559.69,Delhi,2026-04-29,Approved,Shopping,MasterCard,Utilities,IOCL,Credit,Male
C77829,w100211,13977.09,Kolkata,2026-06-17,Declined,Shopping,RuPay,Fuel,Swiggy,UPI,Female
C58334,w100212,1393.98,Vizag,2026-05-09,Declined,Fuel,MasterCard,Utilities,IOCL,UPI,Female
C16814,w100213,8609.13,Mumbai,2026-04-12,Approved,Shopping,Amex,Utilities,DMart,Credit,Male
C93696,w100214,3517.9,Hyderabad,2026-06-19,Approved,Groceries,RuPay,Utilities,Amazon,UPI,Female
C66388,w100215,4176.72,Vizag,2026-05-27,Declined,Shopping,MasterCard,Fuel,Swiggy,UPI,Female
C58041,w100216,12004.97,Mumbai,2026-04-09,Declined,Fuel,Visa,Fuel,Swiggy,Credit,Male
C53424,w100217,13504.71,Bengaluru,2026-02-03,Approved,Dining,RuPay,Retail,IRCTC,NetBanking,Male
C78760,w100218,18041.57,Delhi,2026-06-01,Approved,Dining,RuPay,Food,Swiggy,UPI,Female
C57076,w100219,12952.74,Hyderabad,2026-05-07,Declined,Fuel,MasterCard,Travel,Reliance,UPI,Female
C46648,w100220,8290.95,Hyderabad,2026-06-27,Declined,Travel,RuPay,E-commerce,Swiggy,UPI,Male
C86845,w100221,18679.53,Delhi,2026-06-08,Declined,Travel,RuPay,Travel,Reliance,Credit,Female
C16474,w100222,11628.6,Bengaluru,2026-05-06,Approved,Shopping,MasterCard,Fuel,HPCL,NetBanking,Female
C89157,w100223,15971.87,Hyderabad,2026-02-22,Declined,Fuel,Visa,E-commerce,IRCTC,NetBanking,Male
C99124,w100224,5274.97,Kolkata,2026-01-17,Declined,Dining,MasterCard,Fuel,IOCL,Credit,Female
C18682,w100225,8121.56,Mumbai,2026-02-27,Approved,Utilities,Visa,Food,IOCL,UPI,Male
C20240,w100226,22787.47,Mumbai,2026-03-03,Approved,Shopping,Visa,Fuel,HPCL,UPI,Male
C36662,w100227,5990.97,Vizag,2026-02-09,Declined,Shopping,Visa,Retail,Swiggy,UPI,Male
C30312,w100228,16410.8,Hyderabad,2026-05-21,Approved,Shopping,RuPay,Fuel,Swiggy,Credit,Male
C85485,w100229,978.9,Bengaluru,2026-01-12,Approved,Fuel,RuPay,Fuel,IRCTC,NetBanking,Male
C70972,w100230,14986.64,Hyderabad,2026-02-25,Approved,Shopping,RuPay,E-commerce,IOCL,UPI,Male
C72183,w100231,17473.82,Mumbai,2026-03-17,Declined,Travel,Visa,Retail,IOCL,UPI,Female
C45704,w100232,15351.22,Chennai,2026-02-13,Approved,Fuel,RuPay,Utilities,Zomato,NetBanking,Male
C68376,w100233,11489.56,Mumbai,2026-01-03,Declined,Utilities,Amex,Travel,Reliance,Credit,Male
C44320,w100234,24814.66,Delhi,2026-04-26,Approved,Groceries,MasterCard,Travel,Swiggy,NetBanking,Male
C82702,w100235,15019.2,Bengaluru,2026-02-03,Approved,Travel,Visa,Fuel,HPCL,Credit,Female
C25110,w100236,2284.66,Bengaluru,2026-02-12,Declined,Shopping,MasterCard,E-commerce,Amazon,Credit,Male
C18300,w100237,21985.47,Kolkata,2026-04-29,Approved,Utilities,Amex,Fuel,Swiggy,Credit,Male
C91232,w100238,4770.15,Mumbai,2026-06-09,Declined,Utilities,RuPay,Fuel,DMart,NetBanking,Female
C29659,w100239,11899.35,Bengaluru,2026-01-29,Approved,Travel,Visa,Food,Amazon,NetBanking,Male
C10731,w100240,4879.27,Vizag,2026-05-25,Declined,Groceries,Amex,Food,IOCL,UPI,Male
C17917,w100241,12996.75,Hyderabad,2026-06-02,Approved,Utilities,Amex,Food,Reliance,UPI,Male
C35248,w100242,9117.72,Mumbai,2026-02-23,Declined,Dining,Visa,Fuel,Zomato,Credit,Female
C29500,w100243,22231.73,Delhi,2026-03-11,Approved,Utilities,MasterCard,Food,HPCL,NetBanking,Female
C56187,w100244,971.78,Bengaluru,2026-05-11,Declined,Dining,MasterCard,Fuel,Reliance,NetBanking,Female
C75654,w100245,5228.49,Chennai,2026-03-31,Declined,Dining,RuPay,Utilities,DMart,Credit,Male
