transaction_id,transaction_date,city,customer_id,card_type,expense_type,gender,amount,payment_mode,merchant,merchant_category,approval_status
n100067,2026-03-17,Mumbai,C57301,MasterCard,Travel,Male,17729.66,Credit,Swiggy,E-commerce,Approved
n100068,2026-05-22,Delhi,C26551,Amex,Fuel,Male,14394.2,UPI,HPCL,Food,Declined
n100069,2026-02-17,Hyderabad,C43092,Amex,Fuel,Male,10077.62,Credit,Amazon,Retail,Approved
n100070,2026-05-25,Delhi,C21164,MasterCard,Fuel,Female,15197.31,NetBanking,IRCTC,Fuel,Declined
n100071,2026-04-26,Vizag,C48974,Amex,Travel,Male,15279.81,NetBanking,DMart,Retail,Approved
n100072,2026-03-09,Bengaluru,C30585,MasterCard,Groceries,Male,3997.66,UPI,HPCL,Utilities,Declined
n100073,2026-03-16,Hyderabad,C40340,RuPay,Utilities,Female,17604.39,UPI,DMart,Utilities,Approved
n100074,2026-03-09,Mumbai,C65723,Visa,Shopping,Male,16226.1,UPI,Reliance,E-commerce,Approved
n100075,2026-02-12,Delhi,C87993,RuPay,Dining,Male,11770.58,UPI,IOCL,Travel,Declined
n100076,2026-04-23,Bengaluru,C88385,Visa,Dining,Female,15132.47,Credit,DMart,Retail,Approved
n100077,2026-06-22,Delhi,C85529,Visa,Groceries,Female,13022.2,UPI,Swiggy,Retail,Declined
n100078,2026-06-12,Vizag,C21959,Amex,Travel,Female,8399.38,NetBanking,DMart,Retail,Declined
n100079,2026-04-16,Vizag,C47777,Amex,Shopping,Male,11425.17,UPI,Swiggy,Travel,Approved
n100080,2026-04-14,Hyderabad,C96200,Amex,Dining,Male,4770.81,UPI,HPCL,Utilities,Declined
n100081,2026-01-14,Mumbai,C45003,MasterCard,Travel,Female,22033.08,UPI,DMart,E-commerce,Approved
n100082,2026-02-10,Delhi,C82199,Visa,Shopping,Female,2420.91,Credit,HPCL,E-commerce,Approved
n100083,2026-05-08,Delhi,C76698,RuPay,Dining,Female,24508.09,Credit,HPCL,Fuel,Approved
n100084,2026-04-09,Mumbai,C88561,MasterCard,Fuel,Female,19339.61,UPI,Zomato,Fuel,Declined
n100085,2026-01-01,Delhi,C49132,Amex,Groceries,Female,13510.66,UPI,Zomato,Fuel,Declined
n100086,2026-04-27,Pune,C34727,MasterCard,Shopping,Female,5915.7,UPI,Amazon,Travel,Declined
n100087,2026-06-30,Kolkata,C60604,MasterCard,Dining,Male,3243.53,NetBanking,Zomato,E-commerce,Declined
n100088,2026-01-26,Vizag,C12011,MasterCard,Dining,Male,1963.22,UPI,Zomato,Fuel,Declined
n100089,2026-06-16,Bengaluru,C53065,Amex,Travel,Female,21822.34,Credit,DMart,Retail,Declined
n100090,2026-02-28,Bengaluru,C66881,Visa,Utilities,Male,11147.6,NetBanking,Swiggy,E-commerce,Approved
n100091,2026-03-25,Hyderabad,C48452,RuPay,Travel,Female,3724.69,NetBanking,IOCL,Fuel,Approved
n100092,2026-02-13,Chennai,C20350,Amex,Shopping,Male,12491.91,NetBanking,Reliance,Retail,Declined
n100093,2026-06-13,Delhi,C70236,RuPay,Utilities,Male,22482.82,UPI,Swiggy,Utilities,Approved
n100094,2026-01-19,Vizag,C55293,RuPay,Utilities,Female,17288.81,UPI,Swiggy,Retail,Declined
n100095,2026-05-04,Bengaluru,C41091,Amex,Shopping,Female,14412.82,NetBanking,Swiggy,E-commerce,Declined
n100096,2026-03-12,Hyderabad,C84177,Visa,Shopping,Female,20837.69,UPI,IRCTC,Fuel,Declined
n100097,2026-02-26,Mumbai,C91381,RuPay,Utilities,Male,15743.38,NetBanking,Amazon,Travel,Declined
n100098,2026-01-09,Pune,C27224,Visa,Travel,Female,18712.27,Credit,IRCTC,Retail,Declined
n100099,2026-05-16,Delhi,C31567,RuPay,Dining,Female,18689.33,UPI,DMart,Food,Approved
n100100,2026-02-06,Mumbai,C98647,Amex,Shopping,Female,2348.54,UPI,Amazon,Travel,Approved
n100101,2026-04-27,Pune,C98188,RuPay,Shopping,Female,20578.19,UPI,DMart,Utilities,Approved
n100102,2026-05-01,Hyderabad,C91205,RuPay,Shopping,Male,16226.54,NetBanking,HPCL,Utilities,Declined
n100103,2026-06-16,Kolkata,C25292,MasterCard,Fuel,Male,7678.68,UPI,DMart,E-commerce,Approved
n100104,2026-05-18,Chennai,C60940,Amex,Travel,Female,14724.77,NetBanking,Reliance,Food,Approved
n100105,2026-05-06,Kolkata,C46666,Visa,Utilities,Female,5510.02,UPI,IRCTC,Travel,Approved
n100106,2026-06-25,Pune,C81364,RuPay,Fuel,Female,6969.45,Credit,HPCL,E-commerce,Approved
n100107,2026-06-14,Hyderabad,C16629,RuPay,Groceries,Male,19695.75,Credit,DMart,Fuel,Approved
n100108,2026-05-31,Mumbai,C40539,RuPay,Groceries,Male,7004.14,Credit,Reliance,Fuel,Declined
n100109,2026-02-14,Bengaluru,C96646,Visa,Groceries,Male,9020.23,Credit,Zomato,E-commerce,Approved
n100110,2026-03-09,Hyderabad,C26614,Amex,Shopping,Male,18667.07,UPI,HPCL,Travel,Approved
n100111,2026-04-26,Mumbai,C90623,Visa,Utilities,Female,11505.26,Credit,Amazon,Food,Declined
n100112,2026-04-20,Bengaluru,C74260,Amex,Fuel,Male,8120.58,Credit,DMart,Retail,Declined
n100113,2026-06-09,Pune,C59925,RuPay,Dining,Female,2569.54,NetBanking,DMart,Utilities,Approved
n100114,2026-04-21,Vizag,C39949,Amex,Travel,Female,10028.38,NetBanking,DMart,Travel,Declined
n100115,2026-03-22,Delhi,C59060,MasterCard,Utilities,Female,1771.62,Credit,DMart,Food,Approved
n100116,2026-04-06,Chennai,C82924,Visa,Shopping,Female,16783.33,UPI,Zomato,Utilities,Declined
n100117,2026-01-14,Delhi,C88696,RuPay,Travel,Male,14490.17,Credit,Reliance,Utilities,Declined
n100118,2026-02-27,Bengaluru,C55890,RuPay,Fuel,Female,14395.09,UPI,Amazon,Fuel,Declined
n100119,2026-01-08,Chennai,C45818,RuPay,Travel,Female,252.03,Credit,IOCL,E-commerce,Approved
n100120,2026-06-12,Hyderabad,C22026,MasterCard,Dining,Female,11395.78,Credit,Zomato,Travel,Declined
n100121,2026-05-26,Bengaluru,C16895,MasterCard,Groceries,Male,16881.82,UPI,HPCL,Utilities,Declined
n100122,2026-05-05,Vizag,C64287,RuPay,Groceries,Male,8694.8,Credit,Swiggy,Utilities,Declined
n100123,2026-05-15,Delhi,C15952,MasterCard,Dining,Male,291.41,UPI,IRCTC,Retail,Declined
n100124,2026-03-16,Pune,C25726,Visa,Dining,Female,4474.8,UPI,IRCTC,Fuel,Declined
n100125,2026-01-19,Kolkata,C15544,Amex,Fuel,Female,23036.94,UPI,IOCL,Fuel,Declined
n100126,2026-06-13,Kolkata,C47947,Visa,Dining,Male,24158.37,Credit,HPCL,Utilities,Declined
n100127,2026-01-23,Kolkata,C23875,MasterCard,Dining,Female,13146.67,UPI,Swiggy,Utilities,Declined
n100128,2026-02-26,Pune,C32037,Visa,Shopping,Male,13312.06,Credit,Zomato,Travel,Approved
n100129,2026-03-02,Bengaluru,C29194,RuPay,Groceries,Male,15099.73,NetBanking,DMart,Retail,Declined
n100130,2026-04-29,Vizag,C99277,RuPay,Utilities,Female,3858.84,Credit,HPCL,Food,Declined
n100131,2026-03-12,Hyderabad,C56129,Visa,Travel,Female,11352.66,Credit,Zomato,Travel,Approved
n100132,2026-06-15,Bengaluru,C90610,Amex,Dining,Male,11298.37,NetBanking,IRCTC,Travel,Declined
n100133,2026-05-09,Chennai,C18109,Amex,Fuel,Female,24561.4,Credit,Reliance,E-commerce,Approved
n100134,2026-04-23,Vizag,C78690,MasterCard,Travel,Female,22956.63,UPI,IOCL,Travel,Approved
n100135,2026-06-11,Pune,C18639,RuPay,Fuel,Female,7175.26,NetBanking,Reliance,Travel,Approved
n100136,2026-05-30,Chennai,C55851,RuPay,Utilities,Female,3310.9,NetBanking,DMart,Travel,Declined
n100137,2026-06-14,Pune,C26750,Visa,Utilities,Female,12761.36,Credit,Zomato,Travel,Approved
n100138,2026-02-24,Pune,C73736,MasterCard,Groceries,Male,3958.13,UPI,DMart,Fuel,Approved
n100139,2026-06-19,Pune,C91006,MasterCard,Shopping,Female,3940.89,Credit,Reliance,Utilities,Declined
n100140,2026-01-12,Kolkata,C57749,MasterCard,Dining,Female,18834.54,UPI,IRCTC,Fuel,Approved
n100141,2026-03-21,Vizag,C35430,RuPay,Utilities,Female,11595.83,UPI,IOCL,Fuel,Declined
n100142,2026-02-11,Mumbai,C89254,MasterCard,Travel,Male,16065.36,UPI,DMart,Utilities,Approved
n100143,2026-03-14,Bengaluru,C31012,RuPay,Dining,Male,20793.06,Credit,IRCTC,Food,Declined
n100144,2026-01-07,Kolkata,C16980,Amex,Shopping,Female,5970.87,Credit,Zomato,Retail,Approved
n100145,2026-03-23,Bengaluru,C95191,RuPay,Groceries,Male,1053.75,UPI,Reliance,Utilities,Declined
n100146,2026-04-25,Hyderabad,C20384,Visa,Travel,Male,20890.58,NetBanking,IOCL,E-commerce,Declined
n100147,2026-03-02,Delhi,C25970,Visa,Groceries,Female,16009.9,NetBanking,HPCL,E-commerce,Approved
n100148,2026-05-08,Hyderabad,C92831,MasterCard,Utilities,Male,7352.67,Credit,Zomato,Retail,Declined
n100149,2026-02-17,Bengaluru,C78614,RuPay,Fuel,Male,9822.3,UPI,Amazon,Utilities,Declined
n100150,2026-04-06,Delhi,C12128,RuPay,Fuel,Female,6104.04,NetBanking,DMart,Fuel,Declined
n100151,2026-02-04,Hyderabad,C56176,RuPay,Utilities,Male,20776.55,NetBanking,HPCL,Utilities,Declined
n100152,2026-06-11,Chennai,C27675,Visa,Utilities,Female,1020.9,Credit,Amazon,Retail,Approved
n100153,2026-03-22,Delhi,C77552,Amex,Shopping,Female,6407.51,NetBanking,IRCTC,Travel,Declined
n100154,2026-01-13,Pune,C45811,Visa,Travel,Female,22248.21,NetBanking,HPCL,Food,Declined
n100155,2026-02-17,Vizag,C75211,RuPay,Shopping,Female,20048.59,NetBanking,IOCL,E-commerce,Declined
n100156,2026-06-04,Chennai,C81496,RuPay,Travel,Male,2093.72,NetBanking,Swiggy,Travel,Declined
n100157,2026-06-04,Kolkata,C31842,Amex,Travel,Female,1154.64,UPI,IOCL,Travel,Approved
n100158,2026-01-20,Kolkata,C57619,MasterCard,Fuel,Male,21231.87,NetBanking,HPCL,E-commerce,Approved
n100159,2026-01-18,Mumbai,C94562,RuPay,Travel,Female,23741.73,Credit,Reliance,Utilities,Declined
n100160,2026-04-05,Pune,C68188,Visa,Shopping,Male,13283.55,UPI,Zomato,Utilities,Declined
n100161,2026-03-05,Bengaluru,C13396,MasterCard,Dining,Female,22847.21,Credit,Swiggy,Travel,Declined
n100162,2026-02-24,Delhi,C74382,MasterCard,Fuel,Male,21335.37,UPI,Reliance,Utilities,Declined
n100163,2026-01-23,Pune,C97535,RuPay,Utilities,Male,13794.93,UPI,Swiggy,Retail,Approved
n100164,2026-04-03,Mumbai,C25907,MasterCard,Groceries,Male,19780.29,Credit,Zomato,Fuel,Declined
n100165,2026-04-30,Chennai,C90209,Visa,Fuel,Female,10014.18,NetBanking,HPCL,Fuel,Declined
n100166,2026-04-15,Bengaluru,C26426,RuPay,Utilities,Male,11304.36,NetBanking,Zomato,Retail,Approved
n100167,2026-02-03,Kolkata,C75911,Visa,Fuel,Male,7672.7,Credit,Zomato,Utilities,Approved
n100168,2026-03-30,Delhi,C20336,RuPay,Groceries,Female,3216.74,UPI,DMart,Fuel,Approved
n100169,2026-06-01,Chennai,C32439,RuPay,Shopping,Male,20648.38,Credit,DMart,E-commerce,Declined
n100170,2026-06-16,Mumbai,C84991,Amex,Shopping,Male,12501.15,NetBanking,Swiggy,Utilities,Declined
n100171,2026-05-04,Mumbai,C99783,Amex,Travel,Female,1917.03,Credit,Reliance,Food,Declined
n100172,2026-05-04,Vizag,C36741,RuPay,Shopping,Male,7883.3,NetBanking,Zomato,Utilities,Declined
n100173,2026-04-13,Chennai,C58567,Visa,Travel,Male,11715.17,UPI,HPCL,Retail,Approved
n100174,2026-01-25,Hyderabad,C48038,Amex,Shopping,Female,6281.93,Credit,Zomato,Fuel,Declined
n100175,2026-02-18,Chennai,C75308,Amex,Dining,Female,12484.52,Credit,IOCL,Fuel,Declined
n100176,2026-03-03,Mumbai,C86460,RuPay,Fuel,Male,7105.77,NetBanking,HPCL,Travel,Approved
n100177,2026-01-28,Kolkata,C27555,RuPay,Utilities,Female,19120.03,UPI,Amazon,Food,Approved
n100178,2026-05-26,Mumbai,C57516,RuPay,Fuel,Female,12655.96,NetBanking,Swiggy,Fuel,Approved
n100179,2026-02-02,Bengaluru,C61629,RuPay,Travel,Female,18898.63,Credit,IOCL,Fuel,Approved
n100180,2026-01-12,Hyderabad,C27961,RuPay,Dining,Female,3808.62,NetBanking,Reliance,Travel,Declined
n100181,2026-02-11,Kolkata,C90805,RuPay,Shopping,Female,12732.14,NetBanking,HPCL,Utilities,Declined
n100182,2026-05-02,Hyderabad,C58281,RuPay,Utilities,Male,24499.46,NetBanking,Swiggy,Utilities,Approved
n100183,2026-06-02,Vizag,C44803,MasterCard,Utilities,Male,14629.73,Credit,IOCL,Retail,Approved
n100184,2026-01-09,Bengaluru,C35006,Visa,Dining,Female,10527.63,UPI,IRCTC,Food,Declined
n100185,2026-01-16,Chennai,C77984,MasterCard,Shopping,Female,24953.26,UPI,IOCL,Travel,Approved
n100186,2026-04-28,Pune,C81601,RuPay,Utilities,Female,15290.91,Credit,IRCTC,Travel,Declined
n100187,2026-02-27,Delhi,C47880,MasterCard,Utilities,Female,7994.31,UPI,Swiggy,Travel,Approved
n100188,2026-05-27,Kolkata,C61712,RuPay,Groceries,Female,1147.46,NetBanking,DMart,Travel,Declined
n100189,2026-06-17,Delhi,C72793,MasterCard,Groceries,Female,23332.3,NetBanking,Swiggy,Retail,Approved
n100190,2026-06-07,Mumbai,C41779,Visa,Utilities,Male,15984.82,Credit,DMart,Food,Declined
n100191,2026-05-01,Bengaluru,C99285,MasterCard,Fuel,Male,10232.0,UPI,HPCL,Utilities,Approved
n100192,2026-03-15,Pune,C47409,Visa,Fuel,Male,13425.29,NetBanking,Amazon,Retail,Declined
n100193,2026-02-15,Hyderabad,C62034,Amex,Groceries,Female,21930.9,Credit,Swiggy,Fuel,Approved
n100194,2026-03-27,Delhi,C69552,Amex,Groceries,Female,6893.64,Credit,Zomato,Retail,Declined
n100195,2026-06-15,Delhi,C34405,Visa,Utilities,Female,19790.11,NetBanking,IRCTC,Retail,Declined
n100196,2026-04-20,Pune,C21368,Amex,Utilities,Male,4701.05,Credit,HPCL,Travel,Approved
n100197,2026-01-02,Delhi,C60275,MasterCard,Dining,Female,23855.47,UPI,Amazon,Travel,Declined
n100198,2026-06-27,Mumbai,C18142,Visa,Dining,Female,4076.95,NetBanking,Swiggy,Utilities,Approved
n100199,2026-06-13,Delhi,C58174,MasterCard,Groceries,Male,12006.73,UPI,Zomato,Food,Declined
n100200,2026-05-18,Mumbai,C42435,Visa,Shopping,Female,13251.51,UPI,DMart,Fuel,Approved
n100201,2026-01-16,Mumbai,C85065,MasterCard,Groceries,Female,21376.7,UPI,DMart,Utilities,Approved
n100202,2026-05-30,Vizag,C21919,Amex,Fuel,Female,3385.41,UPI,HPCL,Fuel,Approved
n100203,2026-05-24,Vizag,C98181,RuPay,Utilities,Male,9959.12,Credit,IRCTC,Fuel,Approved
n100204,2026-01-12,Kolkata,C55158,Visa,Shopping,Male,23371.11,Credit,HPCL,E-commerce,Declined
n100205,2026-04-15,Chennai,C27750,Amex,Travel,Female,11268.57,UPI,IOCL,E-commerce,Approved
n100206,2026-06-17,Pune,C25549,MasterCard,Shopping,Female,13268.18,NetBanking,IRCTC,E-commerce,Approved
n100207,2026-03-18,Vizag,C98276,Amex,Shopping,Female,20601.67,Credit,HPCL,Travel,Approved
n100208,2026-03-12,Mumbai,C24790,Visa,Utilities,Female,15411.59,Credit,IRCTC,Retail,Approved
n100209,2026-01-26,Hyderabad,C68515,Visa,Groceries,Male,10116.41,Credit,IRCTC,E-commerce,Approved
n100210,2026-05-09,Delhi,C40692,RuPay,Shopping,Female,5998.91,Credit,IRCTC,Food,Declined
n100211,2026-03-12,Hyderabad,C82970,MasterCard,Utilities,Female,13940.68,Credit,Zomato,Utilities,Declined
n100212,2026-05-15,Pune,C64568,Amex,Groceries,Female,9473.86,NetBanking,HPCL,Retail,Approved
n100213,2026-03-18,Chennai,C70689,Visa,Shopping,Female,24197.88,NetBanking,Reliance,Food,Approved
n100214,2026-03-07,Mumbai,C53288,Visa,Dining,Female,2402.35,NetBanking,IRCTC,E-commerce,Declined
n100215,2026-04-07,Hyderabad,C19539,MasterCard,Shopping,Male,12036.92,UPI,Swiggy,E-commerce,Approved
n100216,2026-02-18,Bengaluru,C72773,MasterCard,Utilities,Male,9976.14,Credit,Zomato,Travel,Declined
n100217,2026-04-30,Pune,C50425,RuPay,Travel,Female,11703.5,NetBanking,HPCL,Travel,Approved
n100218,2026-04-05,Pune,C64254,Visa,Shopping,Male,18557.18,Credit,Swiggy,Fuel,Declined
n100219,2026-03-17,Chennai,C35715,RuPay,Groceries,Female,14287.76,Credit,HPCL,Fuel,Declined
n100220,2026-03-07,Vizag,C94108,Amex,Dining,Male,18346.03,UPI,Reliance,Retail,Declined
n100221,2026-02-17,Hyderabad,C78674,Visa,Fuel,Male,19132.04,UPI,Reliance,Utilities,Approved
n100222,2026-01-18,Chennai,C11198,MasterCard,Shopping,Female,9392.7,NetBanking,HPCL,Utilities,Declined
n100223,2026-01-05,Hyderabad,C79758,Amex,Fuel,Male,13282.5,UPI,Swiggy,E-commerce,Declined
n100224,2026-02-15,Bengaluru,C22624,MasterCard,Groceries,Male,15532.54,UPI,Zomato,Travel,Declined
n100225,2026-01-21,Pune,C63218,Amex,Shopping,Male,24756.8,Credit,Swiggy,Utilities,Approved
n100226,2026-06-17,Hyderabad,C22255,Amex,Dining,Female,13862.27,Credit,Amazon,Utilities,Approved
n100227,2026-01-22,Vizag,C66873,RuPay,Shopping,Male,22380.3,Credit,IRCTC,Retail,Declined
n100228,2026-03-11,Hyderabad,C19744,RuPay,Shopping,Male,4565.93,UPI,Amazon,Retail,Approved
n100229,2026-04-12,Bengaluru,C49226,MasterCard,Shopping,Male,14210.73,UPI,Zomato,Food,Approved
n100230,2026-06-26,Bengaluru,C75639,RuPay,Fuel,Male,10983.5,Credit,Zomato,Fuel,Declined
n100231,2026-03-25,Hyderabad,C93115,RuPay,Dining,Female,5780.65,NetBanking,IOCL,Food,Approved
n100232,2026-06-24,Kolkata,C21232,RuPay,Groceries,Male,2142.75,Credit,IOCL,Utilities,Approved
n100233,2026-04-10,Pune,C57277,Visa,Fuel,Male,23579.71,UPI,Zomato,Travel,Approved
n100234,2026-02-03,Bengaluru,C34561,Amex,Dining,Female,2671.99,Credit,Zomato,Fuel,Approved
n100235,2026-06-02,Pune,C60493,Visa,Travel,Female,9756.21,Credit,IRCTC,Fuel,Approved
n100236,2026-06-25,Kolkata,C32216,MasterCard,Travel,Female,6783.33,Credit,DMart,Retail,Declined
n100237,2026-03-12,Kolkata,C49289,Amex,Fuel,Female,6367.32,Credit,HPCL,Fuel,Approved
n100238,2026-04-28,Bengaluru,C27758,RuPay,Fuel,Female,8372.21,NetBanking,IOCL,Travel,Declined
n100239,2026-03-27,Kolkata,C95332,MasterCard,Travel,Female,15119.96,NetBanking,IRCTC,Food,Declined
n100240,2026-02-15,Kolkata,C51830,RuPay,Utilities,Female,24197.3,Credit,Zomato,Food,Declined
n100241,2026-04-11,Pune,C24927,MasterCard,Shopping,Male,17074.64,NetBanking,Amazon,Utilities,Declined
n100242,2026-02-23,Vizag,C48185,Visa,Dining,Female,3565.56,UPI,IRCTC,Travel,Approved
n100243,2026-04-19,Kolkata,C19694,Amex,Shopping,Female,14597.88,NetBanking,IOCL,Fuel,Approved
n100244,2026-04-03,Bengaluru,C24335,MasterCard,Utilities,Female,4241.83,NetBanking,Amazon,Fuel,Declined
n100245,2026-03-26,Kolkata,C23886,Visa,Fuel,Female,5627.83,NetBanking,IRCTC,Food,Declined
